jd_no,text_job
541,"Job Title: Experienced Investigator (Part-Time)  
Company: Brown Private Investigations  

This part-time position involves conducting various investigative tasks, including surveillance, skip tracing, asset location, missing persons searches, child custody and divorce investigations, background checks, and fraud investigations. Required skills include proficiency in surveillance techniques, knowledge of asset location methods, and familiarity with fraud investigation methods. Candidates must demonstrate strong attention to detail, analytical skills, and the ability to work independently on-site in Atlanta, GA. Excellent communication and report writing skills are essential. A Georgia Private Detective License is required, though candidates with verifiable experience may be considered if they obtain a Georgia Private Detective Pre-licensing within six months."
542,"Job Title: Inside Sales Representative  
Company: L&M Tool and Industrial Supply  

The Inside Sales Representative is responsible for customer satisfaction, customer service, lead generation, and account management within the manufacturing industry. Key tasks include building relationships with new and existing customers, identifying sales opportunities, and collaborating with the sales team to provide exceptional service. Required skills include experience in inside sales and account management, strong communication and interpersonal abilities, and a proven track record in lead generation. Familiarity with the manufacturing sector is advantageous. This is a full-time, on-site position."
543,"The Associate Director of Graduate Student Services at Wesleyan University is responsible for supporting graduate students in various programs, including PhD, MA, BA/MA, and FLTA. Core responsibilities include collaborating with campus partners to develop and evaluate programming, serving as a liaison to the Graduate Student Association (GSA), assisting in new graduate student orientation, and managing the graduate admission process. The role requires a bachelor's degree and a minimum of five years of administrative experience in student affairs or a related field. Essential skills include counseling, mentoring, program assessment, and effective communication. Proficiency in Excel, Office 365, and cloud-based software is necessary. Knowledge of student visas and the ability to meet Department of Homeland Security requirements for DSO and ARO roles are also required. Strong organizational skills, attention to detail, and the ability to work independently and collaboratively in a diverse environment are critical. The position requires occasional flexible scheduling for events and programs."
544,"Job Title: Ironworker/Steel Erection  
Company: Adena Corporation  
Location: Columbus, OH  
Salary Interval: Hourly Non Exempt  
Date Posted: 02/01/2024  

The Ironworker is responsible for erecting structural and miscellaneous steel, performing welding, and limited millwright functions. Key tasks include unloading and organizing steel materials, erecting steel columns, beams, and bar joists, installing materials to meet job-specific tolerances, welding and bolting connections, and installing various structural steel components such as roof and floor frames, metal decks, and safety railings. Required technical skills include rigging experience, mechanical ability for millwright functions, and proficiency in reading specifications and blueprints. A High School Diploma or GED is required, along with a 10 Hour OSHA Certification or willingness to obtain it within 90 days. Candidates must have a valid driver’s license, the ability to work at heights, and the capability to perform in various weather conditions. Travel to job sites may be necessary, and adherence to safety policies is mandatory."
545,"Job Title: Paralegal  
Company: Silverman Law Office, PLLC  
Location: Bozeman or Helena, Montana  

Core responsibilities include client communication, drafting legal documents, conducting legal research, preparing and filing documents with courts and government agencies, and providing notary services. Required qualifications consist of a Paralegal Certificate or an associate degree in paralegal studies, three years of paralegal experience, proficiency in legal terminology and procedures, and strong written and verbal communication skills. Candidates must demonstrate attention to detail, organizational skills, and the ability to prioritize tasks in a fast-paced environment, achieving over 1,200 billable hours annually. Professional networking to support client referrals is also expected. Compensation includes performance-based bonuses, retirement contributions, health benefits, and a student loan repayment plan. The role requires ongoing education to stay current with legal changes."
546,"The Tribal Grants Manager is responsible for managing the Tribal-wide grants program, ensuring compliance with federal and state laws, including 2 CFR 200 and specific federal programs such as FEMA, HUD ICDBG, IIJA, BRIC, and ARPA. Key tasks include responding to inquiries regarding grant administration, maintaining a grant calendar, conducting complex grant-related projects, developing compliance policies and training programs, and monitoring grant compliance throughout the award life cycle. Required skills include experience with the full grant lifecycle, knowledge of Uniform Guidance and OMB circulars, and proficiency in grant writing. Preferred qualifications include a degree in a related field, five years of supervisory experience, and certifications such as CGMS, PMP, CPA, or CIA. The role involves direct management of the Tribal Grants Department and requires adherence to internal control standards and budget monitoring. Physical demands include the ability to lift up to 25 pounds and work in various environments, including gaming facilities. The position requires flexibility in working hours, including weekends and holidays, and compliance with the Indian Preference Act."
547,"Job Title: Maintenance Project Manager, Plant Operations  
Company: Tesla  

The Maintenance Project Manager for Plant Operations at Tesla is responsible for leading repair projects at the Fremont facility, managing both contracted and self-performed maintenance tasks. Key responsibilities include developing project schedules, resolving design and execution roadblocks in collaboration with engineering teams, managing contractors, and ensuring compliance with building codes. The role requires a minimum of 3-5 years of experience in construction project management within manufacturing or industrial environments, proficiency in evaluating multidisciplinary drawings, project budget tracking, and strong communication skills. Familiarity with safety regulations and the ability to work in a high-performance, cross-functional organization with tight deadlines is essential. The position offers a salary range of $72,000 - $210,000, along with benefits including medical plans, 401(k) with employer match, and various employee support programs."
548,"Job Title: Senior Marketing Associate of Brand and Digital  
Company: LR Paris  

The Senior Marketing Associate of Brand and Digital is responsible for leading digital marketing initiatives to enhance LR Paris's online presence. Key tasks include developing and executing digital marketing strategies aligned with company goals, managing end-to-end digital advertising campaigns across social media and search engines, and optimizing website user experience through continuous UX/UI improvements. The role requires a Bachelor’s degree in Marketing, Digital Media, or a related field, along with 3-5 years of experience in digital marketing, preferably in luxury goods or creative industries. Required skills include expertise in digital platform management, digital analytics tools (e.g., Google Analytics), campaign management, content marketing, and a strong grasp of UX/UI design principles. The associate will oversee the creation of digital content, collaborate with cross-functional teams, and explore innovative marketing strategies while ensuring brand consistency across all channels. Responsibilities also include planning corporate and client events integrated into the digital marketing strategy."
549,"Job Title: Visual Imagery Intrusion Detection System (VIIDS) Technician  
Location: Joint Base Andrews, MD  
Core Responsibilities: Install, configure, administer, manage, and maintain VIIDS systems; provide Tier 2 and Tier 3 support; ensure compliance with industry and government standards; maintain documentation; provide onsite emergency support; prepare project planning documentation and network diagrams; conduct quarterly maintenance visits and inspections; provide training as needed.  
Required Technical Skills: 3+ years of experience in network design and administration; advanced understanding of server maintenance and operation; certifications in Honeywell Vindicator Intrusion Detection System, Access Control, and Vindicator Command and Control; IAT Level 2 certification (e.g., Security+ CE or CCNA Security); Top Secret Security Clearance with potential for Yankee White upgrade.  
Technologies/Frameworks: Honeywell Vindicator systems; network administration tools; compliance with applicable standards and regulations.  
Industry Context: Support for critical VIIDS systems in commercial and federal sectors, focusing on asset management and IT services."
550,"Job Title: Resident Assistant  
Company: Five Star Senior Living  

Resident Assistants (RAs) provide essential support to residents in daily tasks such as personal hygiene, medication management, and mobility assistance. Responsibilities include assisting with bathing, grooming, dressing, toileting, repositioning residents, taking vital signs, and documenting health observations. Required qualifications include a high school diploma or equivalent, valid CNA certification, and CPR/First Aid certification preferred. Previous experience in long-term care is preferred. RAs must demonstrate strong emotional intelligence, communication skills, and the ability to work independently and as part of a team. The position operates during daytime hours and offers a pay rate of $18.50 - $20.50 hourly."
551,"Job Title: MDS Coordinator  
Company: Ciena Healthcare  

The MDS Coordinator, also known as the Care Management Nurse, is responsible for completing the Minimum Data Set (MDS), Care Area Assessments (CAAs), and care plans within regulated time frames. Key tasks include conducting resident assessments through physical evaluations, interviews, and chart reviews, as well as coordinating care needs with various caregivers, including physicians and therapy staff. The role involves reviewing information from hospitals and outside agencies to inform assessments and care planning, maintaining compliance with Medicare schedules, and monitoring Prospective Payment System (PPS) metrics. Required qualifications include a Registered Nurse (RN) or Licensed Practical Nurse (LPN) license, with AANAC certification and knowledge of the Resident Assessment Instrument (RAI) process preferred. Experience as an MDS Nurse is also necessary. The position utilizes methodologies and frameworks related to patient care assessment and coordination within the skilled nursing and rehabilitation care industry."
552,"Job Title: Engineer, Process I  
Location: Heflin, AL  
Company: Southwire Company  

The Process Engineer will provide manufacturing floor support, focusing on the design, installation, and commissioning of machine improvements. Responsibilities include managing multiple projects, producing accurate schedules and budgets, and supporting maintenance staff. Tasks involve completing projects from proposal to commissioning, preparing engineering project BOMs for budgeting and procurement, and documenting processes for new equipment. A Bachelor’s degree in Mechanical Engineering from an ABET accredited program is required, along with proficiency in 2D CAD (AutoCAD or equivalent) and strong skills in 3D CAD (SolidWorks preferred). Candidates must possess strong analytical, management, verbal, and written communication skills. The role requires physical capabilities, including the ability to lift up to 45 pounds and perform various physical activities."
553,"Job Title: Digital Project Manager  
Contract: 6 months, with possible extension  
Shift/Hours: 8-5 CST or 9-6 CST  

Responsibilities include overseeing a project focused on website management for talent solutions, developing and maintaining project plans, timelines, and budgets, liaising with stakeholders to gather requirements and provide updates, coordinating tasks among team members (designers, developers, content creators), identifying risks and developing mitigation strategies, facilitating communication within the project team, maintaining project documentation, and identifying opportunities for process improvements.  

Required skills include proven experience as a Digital Project Manager or similar role with a focus on website management, strong understanding of web development processes and best practices, excellent communication and interpersonal skills, exceptional organizational and time management abilities, experience with project management tools (Jira, Asana, Trello), and knowledge of SEO principles, web analytics, and digital marketing concepts.  

Education requirement: Bachelor's degree in Business Administration, Marketing, Information Technology, or a related field."
554,"Job Title: Administrative Assistant  
Company: Russell Tobin  
Contract: 6 Months, Part-Time (15-20 hours/week)  
Location: Wayzata, MN/Remote  
Pay: $75-89/hour  

Responsibilities include collaborating with the global communications team to distribute communications and track performance, managing logistics for small events and large meetings, sending and tracking newsletter performance, and updating internal intranet sites. The role requires administrative support such as scheduling meetings, taking notes, summarizing meetings, and preparing agendas, as well as translation management and communication support using tools like PowerPoint and SharePoint. Familiarity with internal and external communications is necessary, along with the ability to handle basic issues under supervision and escalate complex issues as needed.  

Required skills include experience working on a global team, particularly with Asia and Europe, and a background in Talent and Development or HR. The position demands a high level of confidentiality and the ability to work early morning and evening meetings (approximately 2 per week)."
555,"Job Title: Sales Executive (Freight Forwarding)  
Company: Mohawk Global  

The Sales Executive is responsible for expanding Mohawk Global's international freight forwarding business in the Ohio and Michigan territories by procuring new clients and nurturing existing relationships. Key tasks include developing the territory, marketing end-to-end freight-forwarding services (air, ocean, import, export, and domestic), conducting sales calls, creating and delivering proposals, maintaining client information in a contact management database, and reporting sales activity. Required skills include 4-7 years of experience in selling non-asset based freight forwarding services, proven success in prospecting, strong presentation and business writing skills, effective verbal communication, strategic thinking, and problem-solving capabilities. Familiarity with supply chain management and the transportation and logistics industry is essential, along with proficiency in PowerPoint for presentations. The role demands self-motivation, enthusiasm, and an understanding of the impact of revenue on profit and loss statements."
556,"The Senior Marketing Manager for Essential Health (EH) Deployment at Kenvue is responsible for managing marketing strategies and initiatives across North America, ensuring alignment with global brand development. This role involves leading a regional team, collaborating with global counterparts, and executing brand strategies to drive market share growth. Key responsibilities include overseeing brand compliance, managing innovation rollouts, and ensuring effective communication of marketing plans. Required qualifications include a Bachelor's degree in marketing or a related field, 7-10 years of experience in brand strategy and operations within the consumer health industry, and at least 5 years of people management experience. Proficiency in data analytics, insights, and technology to enhance marketing outcomes is essential. The position may require up to 10% international travel and reports to the Vice President of the Self Care Franchise for EMEA."
557,"Job Title: Account Manager  
Company: Performance Metrics, LLC  

The Account Manager position involves evaluating and developing strategies for contractors in the construction industry, primarily in Los Angeles County. Responsibilities include organizing workshops, assisting contractors with competitive bids, promoting services, and gathering documentation for financing and surety bonds. The role requires a minimum of 3 years of construction experience, knowledge of construction documentation, project labor agreements, labor compliance, and small business certification programs. Proficiency in finance and strong computer literacy are essential. The candidate must possess strong verbal and written communication skills, critical analysis abilities, and excellent time management. Familiarity with public transportation and a valid driver’s license are also required. This full-time position offers an annual salary starting at $70,000, along with benefits including medical, dental, vision insurance, paid time off, 401(k), and employee assistance programs."
558,"Job Title: Sales Associate / Jewelry Consultant  
Location: Jared Vault - Tanger Outlet Center, Texas City, TX  
Company: Signet Jewelers  

Core responsibilities include engaging customers to understand their needs, presenting merchandise with detailed information, providing information on service plans and financing options, and meeting individual and team sales goals. Required skills include strong customer service, sales, and retail experience, with a focus on jewelry preferred. Candidates must demonstrate strong communication and relational skills, and have flexible availability for peak retail hours, including nights, weekends, and holidays. The role utilizes customer engagement techniques and operational standards to create a customer-first culture. Benefits for full-time team members include base pay plus commission, medical, dental, vision, and prescription insurance, 401(k), paid time off, paid holidays, tuition reimbursement, and merchandise discounts."
559,"Job Title: Senior Life Underwriter | Remote  
Company: Allianz Life  

Responsibilities include assessing medical and financial risks for cases up to $5,000,000, assigning risk classes, and communicating underwriting decisions to producers and internal distribution teams. The role involves reviewing medical records, financial documents, and conducting telephone interviews to determine risk assessments per company guidelines. Documentation of risk assessments and decisions is required, along with correspondence with internal and external stakeholders. The position also includes mentoring less experienced underwriters and participating in departmental projects.  

Required qualifications include 4-5 years of experience in life or long-term care underwriting, with 6-7 years preferred, and a four-year degree in business, communications, or medical fields, or equivalent experience.  

Technical skills include proficiency in underwriting software and risk assessment methodologies.  

The role operates within the insurance and financial services industry, focusing on life insurance products. Compensation ranges from $56,000 to $112,000, with eligibility for an annual incentive program."
560,"Job Title: Claims Data Steward  
Company: Magnit  
Role: Contract to hire for a healthcare insurance company (Cigna) in the US, fully remote. Duration: 8 months with potential extensions. Pay: $60 - $63/hour W-2.  

Responsibilities include serving as a Data Steward for healthcare payer Claims data operations, collaborating with enterprise and business data stewards, leading Data Governance initiatives, documenting and managing data standards, assessing data quality metrics, and providing consultative stewardship services. Required skills: 5+ years in Data Governance, Data Management, and Data Quality practices, with a focus on healthcare payer data products and claims data standards. Knowledge of healthcare claim terminology, data transaction systems (e.g., Proclaim, Facets, EDI Gateway 837, HL7, FHIR), and lifecycle processes is essential. Proficiency in data analysis and governance tools (e.g., SQL, SAS, Python, Hadoop, Snowflake, Tableau) is required, along with strong communication, leadership, and analytical skills. Familiarity with Agile methodology and project management (e.g., Jira) is a plus."
561,"Job Title: Senior Trader  
Location: United States  

Responsibilities include executing trades based on established strategies and risk management guidelines, monitoring market conditions, analyzing data to identify trading opportunities, conducting research to refine strategies, utilizing advanced trading tools, managing trade positions, and adhering to regulatory compliance. Collaboration with other traders to share insights and optimize performance is also essential.  

Required qualifications include a Bachelor's degree in finance, economics, mathematics, or a related field, or equivalent experience, along with a proven track record in trading across financial markets. Candidates must possess a strong understanding of trading principles, market dynamics, and risk management strategies, and be proficient in trading platforms and tools. Excellent analytical skills, the ability to make informed decisions under pressure, and strong communication skills are necessary.  

The role involves trading in Futures, Equities, Options, and Cryptocurrencies, within a community of professionals from various finance and non-finance backgrounds. Performance-based compensation is offered, and a background check is required prior to joining."
562,"Job Title: Receiving Associate  
Location: Collegeville, PA  
Company: Allied Wire & Cable (AWC), a GCG Company  

Core responsibilities include handling paperwork and entering receiving data into Rubicon, rejecting and recording damages, non-conforming materials, and shortages, collaborating with suppliers and carriers, and comparing part numbers and quantities against purchase orders. The role requires operating forklifts, order pickers, pallet jacks, and maintaining warehouse cleanliness. A high school education or equivalent and at least one year of experience in a similar role are required. Essential skills include attention to detail, basic math skills, and the ability to read and interpret various forms of communication. Physical dexterity for regular lifting and movement is necessary. The position involves working within the wire, cable, and industrial automation industry, utilizing technologies and methodologies relevant to warehouse operations."
563,"Job Title: Marketing Coordinator  
Company: ROOT3 Marketing & Business Development  

The Digital Marketing Coordinator is responsible for coordinating and executing digital and CRM strategies, collaborating with the Digital and Account Team to meet client objectives. Key responsibilities include developing and implementing email marketing campaigns, building custom fields and reports in the CRM, identifying target audiences using historical customer data and third-party sources, and maintaining the CRM. The role also involves creating landing pages in WordPress, adding forms, and connecting them to the CRM, as well as reporting website performance via Google Analytics. The coordinator implements digital strategies across various platforms, including paid search, paid social, and email, and reports on campaign performance using Google Analytics and other data sources. Required skills include strong written and verbal communication, prior experience with CRM systems (preferably HubSpot or Salesforce), WordPress, Google Analytics, and Excel. The position is on-site in Bucktown, Chicago, and involves working closely with digital tools and trends in the marketing industry."
564,"The Offsite Medical Assistant I at Mount Sinai Health System in Jackson Heights, NY, provides clinical and administrative support to physicians, performing tasks such as managing patient flow, assisting with examinations, taking vital signs, and processing specimens. Responsibilities include clerical duties like handling medical records, obtaining lab reports, and managing patient charts using an electronic medical record (EMR) system. The role may involve scheduling surgeries, performing phlebotomy, and verifying insurance information. Required qualifications include a High School Diploma or GED, a Medical Assistant certificate or equivalent training, and 0-2 years of experience. Basic Life Support (BLS) certification is also necessary. The position operates within a healthcare context, emphasizing compliance with safety and infection control standards."
565,"Job Title: Hair Stylist  
Company: Ulta Beauty  

Core responsibilities include performing hair services such as hair design, haircuts, color, texture treatments, makeup applications, and ear piercing (where applicable). Stylists are expected to build rapport with guests, provide product recommendations, meet individual sales and productivity goals, assist with store duties, and adhere to salon standards for guest service and cleanliness. Attendance at mandatory education events and monthly business development meetings is required.  

Required qualifications include a valid Cosmetology and/or Barber license, proficiency with salon techniques and equipment, strong communication skills, and the ability to work independently and in a team. Candidates must be at least 18 years old.  

Physical requirements include the ability to walk, reach with hands and arms, stand for a minimum of 4 hours, lift/move up to 50 lbs, and perform tasks such as climbing, balancing, stooping, kneeling, and crouching.  

Ulta Beauty operates as a full-service salon within its stores, offering a range of beauty services and products. The company is the largest beauty retailer in North America, providing a diverse selection of over 25,000 products from approximately 500 brands."
566,"Job Title: Business Analyst  
Company: Sira Consulting  
Responsibilities include identifying and documenting functional requirements through functional design documents, user stories, and features. Engage with product owners, functional teams, and stakeholders to gather and clarify requirements, then communicate these to the development team for implementation. Participate in demos to provide clarification and feedback, and ensure customer confirmation of solutions. Collaborate with the development team during the implementation phase and conduct system/functional testing.  

Required technical skills include proficiency in documentation tools and methodologies for requirements gathering and testing. Familiarity with Agile methodologies is essential. The role requires strong communication skills to interact with various teams and stakeholders effectively."
567,"Data Glacier seeks a Data Science Intern for a remote internship focused on data science and analytics tasks. Responsibilities include utilizing analytical skills and statistical techniques to extract insights from data sets. Required skills include proficiency in programming languages such as Python or R, familiarity with data visualization tools, and a solid understanding of data science and analytics concepts. Strong problem-solving, critical-thinking, and communication skills are essential. Candidates should be pursuing or have recently completed a degree in a relevant field, such as Data Science, Computer Science, or Statistics. Experience with machine learning algorithms is advantageous."
568,"Job Title: Director of Sales  
Company: Charger Logistics Inc.  

The Director of Sales is responsible for developing territory and account strategies to support sales growth in Dallas, TX, identifying new business opportunities, and maintaining relationships with existing accounts. Key tasks include cold calling, setting appointments, presenting to potential customers, and managing financial resources related to projects. Required skills include a proven track record in new business development, 5+ years of B2B sales and account management experience, strong negotiation and interpersonal skills, and the ability to engage with various customer levels. Experience in the transportation industry is preferred, along with a college or university degree in marketing or a business-related field. The role involves working independently and as part of a team, with a strong focus on sales planning and closing deals."
569,"Job Title: Cleaner  
Company: Cushman & Wakefield  

The Cleaner is responsible for performing custodial duties under the supervision of the Custodial Manager or Supervisor, adhering to established standards and procedures. Key tasks include sweeping, mopping, washing floors, vacuuming rugs, dusting furniture, cleaning windows, and maintaining bathrooms by restocking supplies and ensuring cleanliness. The role requires the use of commercial cleaning equipment, including floor buffers and vacuum cleaners. No prior experience is necessary, but the ability to follow directions, work independently, and collaborate with a team is essential. Attention to detail and physical endurance are important for executing cleaning tasks effectively."
570,"Job Title: Assistant Store Manager  
Company: Aéropostale  

The Assistant Store Manager supports the Store Manager in achieving business goals and enhancing customer experience while overseeing store operations and maintaining visual standards. Responsibilities include creating action plans, maximizing sales through product knowledge and operational skills, building customer relationships, developing team members, and ensuring merchandising and operational standards are met. The role requires 2+ years of experience in a similar retail management position, a proven sales track record, and flexible availability for evenings and weekends. The position involves performing POS transactions and management functions in the absence of the Store Manager, and may require occasional travel to other locations. Physical requirements include the ability to lift and move products and fixtures up to 50 lbs. The salary starts at $19.24 per hour, with additional benefits including a 401(k) plan, overtime pay, and employee discounts, subject to eligibility."
571,"Job Title: SEO Analyst  
Location: Remote  
Job Type: Full Time  

Responsibilities include implementing on-page SEO strategies, optimizing meta tags, headers, and internal links, writing and optimizing SEO-friendly content, conducting SEO audits, performing content gap and competitor analyses, monitoring backlinks, and documenting SEO activities. Required technical skills include a strong understanding of current SEO best practices, experience with Google Analytics and Google Search Console, and familiarity with local SEO. Proficiency in project management software and tools such as Google Tag Manager, SEMRush, and Neuron Writer/SurferSEO/MarketMuse is preferred. Candidates should have a Bachelor's Degree (strongly preferred), 2-3 years of SEO and copywriting experience, and demonstrated ability to manage multiple projects. The role is within a marketing agency focused on the custom integration and security markets. Compensation ranges from $40,000 to $50,000."
572,"Job Title: Restaurant Manager  
Company: Cracker Barrel  

Responsibilities include leading and mentoring hourly team members, ensuring operational excellence in high-volume restaurant settings, and problem-solving to maintain brand standards. Required qualifications are a high school diploma or GED, a minimum of 2 years of restaurant management experience or equivalent education and experience, and the ability to work a flexible schedule. Candidates must be at least 21 years old. Technical skills include leadership, coaching, and operational management. Tools and methodologies involve immersive training programs and layered learning approaches for shift management and guest experience enhancement. The role operates within the restaurant industry, focusing on customer service and team development. Benefits include competitive salary, medical and dental coverage from day one, life insurance, a 401k plan with matching contributions, tuition reimbursement, paid vacation, and employee discounts."
573,"Job Title: Team Lead - Quality Auditor  
Company: Oakley  
Position: Full-Time, 1st Shift (Mon-Fri, 5A - 1P)  
Requisition ID: 843348  

Core responsibilities include inspecting and qualifying finished optical products to meet established criteria, conducting process and product audits, organizing work throughout shifts, providing guidance to Quality Auditors (QAs), and reporting quality-related issues to supervisors. Required technical skills include familiarity with quality systems, manufacturing experience (3+ years), and proficiency in MS Excel, Word, and PowerPoint. Preferred qualifications include Lean Manufacturing or Six Sigma experience and ASQ certification (CQT, CMI, CQA). The role involves utilizing SAP for reporting production and scrap, training new QAs, and ensuring compliance with Oakley’s quality standards. Physical requirements include the ability to lift up to 25 lbs and stand for 8-12 hours. The position is situated within the sports and lifestyle eyewear industry, part of Luxottica's global network."
574,"Job Title: Data Analyst (Korean)  
Company: Lightcast  
Contract Term: Up to 9 months  

Responsibilities include analyzing and improving data quality of multilingual text classifiers, collaborating with linguistics and engineering teams to develop new parsers across languages, and translating various taxonomies such as Skills, Titles, and Occupations. Required skills include proficiency in reading and writing Korean, understanding of syntax and structural analysis of languages, experience with Microsoft Excel (including vlookups, data cleanup, and functions), knowledge of SQL, strong rule writing skills using RegEx, familiarity with text analysis or machine learning principles, and experience with data analysis using tools such as Excel or Python. Preferred education includes a Bachelor’s degree in Linguistics, Data Analytics, NLP, or a related field, along with knowledge of additional languages."
575,"Job Title: Category Manager  
Company: RightWorks  

The Category Manager will design and implement category strategies for Engineering and Construction Services within the Procurement Department, reporting to the Director of Procurement. Responsibilities include collaborating with stakeholders to develop multi-year category strategies, managing supplier relationships, achieving cost savings, conducting spend analysis, and ensuring compliance with company policies. The role involves managing global RFI/RFQ/RFP initiatives, driving procurement best practices, and establishing category councils. Required skills include 6+ years of strategic sourcing/category management experience, knowledge of Engineering Services/EPC/EPCM contract negotiations, data analysis, and familiarity with the Source to Pay (S2P) process. Experience with procurement tools, Lean methodologies, and procurement certifications (SCMP/CPM/CPSM) is preferred. The position requires strong influencing abilities, strategic thinking, and collaboration across multiple functional groups, with approximately 25% travel expected."
576,"Job Title: Account Executive  
Core Responsibilities: Daily prospecting and engagement with financial decision-makers (CEOs, CFOs), utilizing software tools such as Microsoft 365, Salesforce, and ZoomInfo for account mapping and relationship building.  
Required Skills: Strong competitive drive, ability to close transactions, and meet quarterly sales goals. Preferred experience includes business-to-business sales, banking, leasing, finance, or private equity. A Bachelor's degree in Finance, Accounting, Economics, or Marketing is preferred.  
Technologies and Tools: Microsoft 365, Salesforce, ZoomInfo, and other databases for prospecting and sales management.  
Industry Context: The role is within the equipment financing sector, targeting middle-market companies across various verticals including Automotive, Aerospace, Aviation, Biotech, Construction, Healthcare, Manufacturing, Mining, Technology, and Transportation.  
Compensation: Starting base salary of $55,000 per year with potential earnings exceeding $100,000 in the second year.  
Benefits: Medical, vision, and dental insurance; pension plan; tuition assistance; disability insurance; 401(k); paid paternity and maternity leave."
577,"The Accounts Receivable Specialist at Crain Communications is responsible for managing an assigned accounts receivable portfolio, evaluating customer credit worthiness, resolving invoicing discrepancies, and collaborating with internal teams to address billing and payment issues. Key tasks include preparing accounts receivable reports, following up on past due accounts, applying payments, and recommending accounts for collection agency referral. Required qualifications include a minimum of 2 years of experience in Accounts Receivable or Credit & Collections in a B2B environment, intermediate proficiency in Microsoft Word and Excel, and experience with billing and credit reporting systems. Familiarity with large ERP systems (e.g., Oracle, PeopleSoft, SAP) and credit reporting tools (e.g., Experian, D&B) is essential. A bachelor's degree in Accounting, Finance, or Business Administration is preferred. The position requires in-office presence in Detroit three days a week and may involve occasional travel. The estimated salary range is $50,000 to $55,000, with additional benefits based on performance."
578,"Job Title: Phlebotomist  
Company: Labcorp  

Responsibilities include performing blood collections using venipuncture and capillary techniques for various tests, entering patient information accurately, processing billing, maintaining specimen logs, and providing customer service. Required skills include a valid California Phlebotomy License or an application filed with the California Department of Health, previous phlebotomy experience, strong communication skills (bilingual Spanish preferred), and the ability to work independently or in a team. The role may involve travel to additional sites and requires flexibility for overtime. The work schedule is Monday to Friday, 7:00 am to 3:30 pm, with potential for overtime and rotating Saturdays. Compensation ranges from $19.02 to $28.93 per hour, with eligibility for comprehensive benefits for employees working 20 or more hours per week."
579,"The Manager of Facilities at Sanford Health oversees the operation and maintenance of multiple healthcare facilities, ensuring the efficient functioning of systems such as water, utilities, generators, lighting, and security. Responsibilities include managing vendor relations, cost control, and supervising facilities staff while coordinating maintenance, repairs, and equipment installations. The role requires knowledge of HVAC systems, plumbing, electrical work, and compliance with Joint Commission and CMS standards, as well as federal, state, and local regulations. Candidates should possess an Associate’s Degree or trade school certification, with a focus on HVAC or related fields, and seven years of relevant experience, including three years in a supervisory role. Proficiency in computer programs and troubleshooting equipment issues is required, along with change management skills. A valid driver's license is necessary, and certification/licensure may be required. The position is full-time, based in Fargo, ND, with a standard 40-hour workweek."
580,"Job Title: Support Engineer, FreeWheel

Support Engineers at FreeWheel are responsible for deconstructing complex problems and developing comprehensive solutions in the online advertising technology sector. Key tasks include creating and maintaining documentation for adtech platforms, such as internal runbooks and API references, while utilizing technical skills in SQL, scripting languages, and web technologies (HTTP, HTML5, XML). Familiarity with IAB standards (VAST, openRTB) and experience with RESTful APIs are required. Candidates must hold a Bachelor's Degree in Computer Science, Engineering, or a related field, and possess 0-2 years of relevant experience in customer service within the online advertising or video/television advertising technology domain. The role requires strong written and verbal communication skills, adaptability to new technologies, and a creative approach to problem-solving. Applicants must be authorized to work in the U.S. without visa sponsorship and should be located in the Eastern or Central time zones."
581,"Job Title: Mental Health Therapist (Contracted)  
Company: Teladoc Health  

Responsibilities include independently evaluating, diagnosing, and treating adult and adolescent mental health patients through outpatient tele-mental health therapy services via video and phone. Tasks involve analyzing and maintaining clinical records, interviewing patients, developing treatment plans, and collaborating with a multi-disciplinary healthcare team. Adherence to clinical quality standards and compliance with privacy laws is required. A minimum of 2 years of independent clinical practice experience is necessary, along with a Master’s degree in social work from a CSWE-accredited institution and current licensure as a Licensed Independent Clinical Social Worker (LICSW) or Licensed Clinical Social Worker (LCSW). Experience with psychotherapy for PTSD, depression, and anxiety disorders is preferred. Strong communication, planning, and conflict resolution skills are essential, along with attention to detail in patient interactions. Familiarity with Teladoc Health services and willingness to obtain licensure in additional states is expected."
582,"Job Title: Equal Employment Opportunity Coordinator  
Company: Oakleaf Partnership Limited  
Core Responsibilities: Develop, implement, and execute affirmative action plans; identify risks related to affirmative action; maintain relationships with stakeholders to address concerns; provide affirmative action-related input on departmental strategies; enhance workforce diversity; develop training programs on diversity and equal opportunity initiatives.  
Required Skills: Bachelor's Degree; minimum of 2 years of relevant experience; proficiency in Word, Excel, PowerPoint, and web-based services; strong project management skills.  
Work Schedule: Hybrid (1 day in office).  
Salary: $120,000 base salary plus bonus.  
Reporting Structure: Reports to Head of Talent Management.  
Industry Context: Position within a leading law firm focused on diversity and affirmative action policies."
583,"Job Title: Medical Laboratory Technician  
Location: Pioneers Medical Center, Meeker, CO  
Responsibilities include performing medical tests, analyzing specimens, preparing reports, and maintaining laboratory equipment. Required technical skills encompass medical technology, laboratory skills, quality control, and familiarity with laboratory equipment. The role necessitates attention to detail, strong analytical abilities, and effective communication skills for collaboration with healthcare professionals. An Associate's degree in Medical Laboratory Technology or a related field is required, along with certification as a Medical Laboratory Technician. Experience in a healthcare or laboratory setting is preferred."
